studentRegNo,courseCode,grade
S13806,CHEM261,D
S12138,ENG288,F
S10616,BIO508,B
S12277,DS345,D
S11453,PHY569,C
S11921,SOC124,B
S13813,POLI516,D
S11405,HIST233,B
S11610,SOC139,A
S14121,ECE146,A
S13313,STAT253,F
S11954,CHEM480,B
S13145,CE581,A
S11684,PSY481,A
S10581,BIO571,B
S13405,ENG106,B
S14836,PHY299,A
S10216,ECON293,D
S14873,CHEM420,B
S13652,ECON567,B
S10839,CHEM551,D
S10523,PHY365,F
S14896,ECE589,C
S10302,ENG297,B
S13479,SOC139,D
S12181,CS324,A
S14762,ENG104,A
S11349,PSY263,A
S11564,BIO141,B
S10013,CS565,B
S10431,PHIL195,F
S13937,ME184,C
S14432,HIST312,C
S14189,CE592,A
S11094,SOC157,F
S10492,ECON383,B
S10654,BIO235,C
S14489,HIST251,A
S10300,ENG535,B
S13236,ECON490,B
S14952,POLI516,C
S13708,POLI358,D
S11342,HIST116,F
S10552,CYB246,A
S12209,PHIL169,B
S10113,CYB428,B
S14000,PHY186,A
S14368,PHY569,B
S12899,SOC396,B
S14250,ENG460,F
S12638,STAT478,C
S14912,DS239,B
S12651,BIO437,B
S13578,STAT209,D
S14012,PSY459,C
S14127,CS187,C
S10235,POLI274,B
S13914,MATH394,B
S14921,CYB428,B
S11711,PHY299,B
S10129,ECON340,B
S10816,PSY120,B
S11789,STAT409,B
S14386,CS152,B
S12299,MATH518,D
S14667,CE128,F
S12793,CS598,D
S10208,PSY547,A
S12912,ECE492,C
S13357,CE416,C
S13138,ME317,C
S13433,POLI208,B
S13833,ME564,F
S10140,ME564,B
S10670,BIO508,A
S10466,STAT145,B
S11061,PHY299,A
S11120,CYB294,B
S12340,PHY568,A
S10191,STAT548,C
S12272,DS276,C
S10498,POLI356,B
S14968,DS424,A
S13320,CHEM291,A
S11290,BIO510,B
S12000,ECON340,C
S14839,BIO269,A
S13663,ECE470,D
S12969,PHY496,C
S13758,PHY558,A
S12064,ME386,D
S12888,CE472,F
S11267,BIO269,A
S11397,ENG582,B
S14512,BIO524,B
S13751,ECE506,C
S10420,ENG142,C
S12659,DS495,A
S11292,CYB536,B
S11434,ECON418,B
S13507,BIO267,D
S11712,DS502,C
S14066,DS230,C
S14790,DS586,F
S10432,PSY172,A
S11835,CYB440,B
S12205,CHEM119,B
S10482,ME386,B
S10734,ENG275,C
S10672,CE581,A
S11175,HIST312,C
S12620,ECON340,D
S11813,CHEM528,C
S12791,PSY135,C
S11652,CS445,F
S13949,SOC292,C
S12733,BIO182,C
S13417,PSY136,B
S13558,CYB482,A
S12221,HIST130,B
S11152,STAT111,B
S12015,SOC204,B
S13339,SOC139,A
S14905,BIO355,B
S11547,BIO329,A
S11470,PHY433,B
S12861,CYB408,D
S11544,BIO437,A
S14158,ECE121,B
S10540,PSY346,A
S13150,SOC124,F
S11657,BIO524,C
S11895,PHY131,B
S13061,PHIL249,B
S14334,STAT432,B
S13437,CHEM434,D
S13521,ENG127,C
S10130,CHEM422,C
S11631,CS144,A
S14532,SOC376,A
S11297,MATH450,F
S10257,CS397,A
S13403,ENG348,C
S13384,BIO355,F
S13799,CE332,A
S13408,ENG275,C
S12548,CHEM282,B
S12710,CE416,D
S11704,CYB228,D
S14130,CYB156,C
S12048,ME203,B
S10909,CHEM155,F
S11144,POLI295,C
S14703,CHEM261,B
S11925,POLI521,A
S11108,ECE198,C
S11544,CHEM434,F
S10673,PHIL205,B
S10572,PSY259,F
S14260,CHEM261,B
S10233,CS337,A
S13084,CYB228,A
S11135,DS509,C
S10116,ENG297,B
S10869,PSY263,C
S11010,CYB482,D
S12504,ME517,B
S13579,ENG180,A
S13441,ECON591,B
S12004,BIO476,F
S11112,CE332,C
S14742,CE332,A
S11427,SOC398,B
S13578,STAT390,B
S13915,CS570,A
S11374,CE441,A
S11875,SOC479,C
S12959,CE359,C
S13718,CE336,C
S11317,CHEM291,B
S14399,BIO235,B
S14582,CYB408,D
S14847,BIO442,D
S14828,ENG588,F
S14942,PHIL283,F
S13146,POLI447,C
S14770,PHIL134,C
S14783,POLI241,B
S13224,CE436,F
S12445,CE321,B
S12633,ME173,A
S14785,STAT103,A
S10594,PHY595,B
S12483,STAT546,A
S14311,SOC292,B
S12993,BIO269,B
S10076,PHY503,A
S14816,ECON340,C
S14907,MATH451,B
S10369,PSY163,D
S12467,SOC292,B
S10356,PHY483,F
S11871,ECE316,B
S12815,POLI562,A
S11050,ME564,B
S10228,ENG129,C
S12536,CE441,A
S13961,PHY560,C
S14057,ENG223,B
S13468,ECE121,C
S10867,CYB311,A
S12441,ENG106,C
S14812,CE416,A
S10719,ENG297,D
S12867,PSY346,B
S11453,ECE349,B
S11467,PSY467,B
S11648,CS545,A
S14600,CHEM486,B
S14113,POLI273,F
S12908,CS448,A
S13205,ECE366,F
S10575,PSY277,B
S13834,CYB156,C
S12988,MATH527,B
S13411,BIO141,D
S13396,ME386,F
S12470,PHY122,C
S13445,PHY578,C
S13178,CYB228,B
S10115,POLI274,C
S13035,CS260,A
S13385,SOC159,D
S11696,DS400,B
S11539,PHIL195,A
S13042,CHEM576,A
S11217,CHEM291,B
S13310,PHIL134,C
S10667,SOC585,A
S13519,POLI562,C
S12555,SOC385,D
S13177,SOC396,B
S12491,PSY369,B
S14157,BIO421,C
S13345,STAT478,A
S14682,ME317,F
S10478,PSY277,A
S10417,HIST233,C
S13184,CHEM392,D
S11500,ME192,C
S12051,HIST168,A
S10987,HIST168,B
S13320,DS400,F
S10081,CYB156,B
S11669,CS598,A
S14963,ECE146,C
S14115,SOC541,B
S13823,MATH449,C
S14293,CHEM285,C
S11853,PHY515,B
S13441,PHY503,A
S11578,ENG106,B
S12853,BIO313,B
S12890,DS351,B
S13207,MATH417,C
S11361,ECE492,C
S12534,DS509,A
S12440,MATH550,A
S10289,CS211,D
S11305,ECON340,A
S11785,ECON485,A
S14290,PHIL189,C
S12495,MATH542,C
S13120,PHIL205,C
S12661,ME165,C
S11878,DS502,B
S13384,BIO141,A
S14217,BIO453,C
S10105,ECE594,A
S14424,ME101,C
S13516,SOC538,D
S14773,PHY268,B
S13383,ECE594,A
S10549,SOC387,B
S10524,ENG463,A
S11340,PSY357,C
S13822,ENG348,C
S10245,ME514,F
S13205,ME317,B
S11872,CYB300,C
S12488,DS345,A
S10603,STAT432,A
S13392,SOC587,D
S14763,HIST363,B
S10083,ECE198,A
S14025,STAT412,A
S11417,CE441,C
S12278,ME115,D
S14018,SOC284,A
S11621,CE441,C
S11645,CS179,C
S12809,POLI164,D
S13671,SOC587,C
S13396,ECE331,D
S14768,ECON423,B
S12044,ENG127,B
S14106,CE332,C
S13736,DS504,A
S13260,PHY268,A
S12392,PHIL507,B
S10591,POLI356,B
S14910,ECE589,B
S14158,PSY357,D
S10032,ME564,C
S12687,ECE161,B
S13824,CHEM326,B
S12197,MATH394,A
S13276,DS471,A
S12883,DS325,B
S12837,CS170,B
S11364,ECE590,A
S13168,CHEM155,D
S12685,CE436,B
S14616,CE441,D
S11073,CS388,B
S12158,CS397,C
S11554,DS443,D
S12097,SOC479,D
S13752,DS345,D
S13352,MATH542,B
S11947,CS570,B
S13579,ENG275,C
S10134,BIO497,C
S10278,MATH462,D
S10740,STAT457,B
S12839,ENG468,B
S13633,HIST363,A
S11706,CS388,C
S12986,ECON591,F
S14842,CE487,A
S10125,CHEM572,A
S12332,CS144,A
S13765,ME115,B
S10868,SOC387,C
S11882,PHY309,A
S14350,ME352,B
S13590,PHIL169,A
S11145,CHEM114,F
S11830,ECON574,C
S11758,ME381,F
S10820,ECON583,A
S10093,STAT488,F
S13497,CE302,D
S13511,STAT212,B
S10142,MATH202,C
S11831,HIST251,C
S14122,ECE214,F
S13074,CHEM285,B
S10007,PSY335,C
S14745,CHEM422,C
S12846,POLI307,C
S12670,DS351,D
S11587,CS401,B
S13918,POLI117,B
S13203,PHIL519,B
S14923,BIO224,A
S12058,DS471,C
S14836,POLI584,C
S12799,CHEM238,F
S14503,CHEM434,B
S11974,PSY467,C
S12898,STAT364,F
S13512,BIO373,A
S11317,BIO269,A
S10774,PHIL169,F
S11442,ECE316,D
S13437,ME165,B
S14057,PHY498,B
S10398,MATH451,A
S12685,STAT364,A
S10115,HIST534,A
S12407,ENG297,A
S12584,POLI411,C
S10106,PSY120,A
S14750,DS443,A
S10286,SOC330,A
S14148,MATH580,B
S13215,DS325,F
S11898,CHEM422,B
S14064,BIO244,A
S13292,ECON485,C
S14700,CHEM425,F
S14542,STAT409,B
S11725,CS154,C
S12604,POLI584,C
S14078,PHIL134,B
S11175,CHEM155,A
S10108,MATH279,B
S14436,PHIL426,B
S11434,PHIL283,C
S10848,CS144,F
S14775,ENG435,A
S12894,SOC407,B
S10117,PSY395,B
S14730,BIO244,A
S11486,CS260,C
S14830,CS118,C
S11869,HIST489,C
S12022,SOC385,B
S13667,POLI447,B
S13835,PHY299,D
S10297,ECON423,B
S11354,DS530,C
S14728,MATH580,B
S10581,BIO557,A
S12537,BIO108,C
S14621,PHIL413,D
S13853,ME381,A
S13777,CYB246,B
S11592,CYB110,B
S14182,STAT200,B
S11319,BIO453,C
S11675,DS424,C
S13667,STAT461,A
S13152,ECON485,B
S14176,MATH185,D
S13865,ME162,B
S12530,ME386,A
S12668,STAT160,A
S10863,SOC139,D
S14172,HIST312,A
S13585,BIO524,B
S13705,ME352,A
S11118,ENG460,C
S14576,CHEM382,C
S10273,PSY547,A
S11278,PHY371,F
S13636,PSY263,D
S12210,POLI117,B
S11521,SOC221,C
S10105,CHEM207,B
S13097,CS324,B
S13949,CYB156,C
S11390,HIST236,C
S13867,CS439,F
S13096,PHIL265,B
S13812,DS132,A
S13316,BIO244,C
S13393,CHEM344,F
S12977,STAT148,C
S12532,CHEM261,A
S12919,BIO491,A
S13632,ENG468,B
S12434,POLI447,D
S14245,SOC372,A
S12647,PHIL171,C
S14944,BIO393,F
S10921,ME517,B
S10853,ECON490,F
S10919,CHEM261,C
S13902,BIO557,A
S11902,CE378,D
S10610,PSY263,B
S12349,BIO476,B
S10303,STAT432,B
S13389,DS484,D
S14358,ENG104,F
S14461,ME203,B
S11716,PHIL134,D
S11829,SOC232,B
S10495,STAT190,C
S12621,ECON360,F
S10422,CS227,F
S12451,CYB482,C
S12818,SOC292,A
S11974,PHY537,A
S14427,PSY395,A
S12462,CE419,F
S12945,CS170,B
S12629,ECE331,A
S10631,BIO262,D
S12762,PHIL469,B
S14345,MATH580,F
S11093,ENG306,A
S14455,STAT103,D
S11659,ECON511,A
S12206,DS446,C
S11190,CS337,A
S10901,CYB440,B
S13192,DS495,A
S14188,CS565,C
S14751,PHY578,B
S12055,PSY346,B
S11473,SOC587,D
S11766,ECON423,B
S11713,MATH450,C
S12286,ECON340,C
S13636,ECON485,D
S11518,CYB311,B
S14675,CE544,A
S11006,PHIL507,C
S11465,ECE470,C
S12298,ECE146,C
S11439,ECE577,F
S11826,PHIL171,B
S10007,DS543,F
S13209,ECE194,B
S14749,CYB228,D
S10776,POLI566,B
S12249,POLI274,B
S10527,CS531,B
S11345,BIO262,B
S14340,SOC554,F
S11958,ECE143,B
S10029,CS126,D
S12843,SOC305,A
S11663,CE563,F
S14137,CS177,B
S11562,BIO267,C
S10074,POLI257,F
S14747,POLI516,C
S13115,SOC284,B
S13494,BIO524,C
S14785,PHIL465,B
S11140,DS147,A
S13003,HIST130,B
S11414,ENG535,B
S14392,CS260,B
S11722,ENG252,B
S10414,MATH450,C
S14409,PHIL189,A
S14723,CS187,D
S14459,CS324,A
S14898,CE505,C
S12371,CE302,B
S11748,STAT301,A
S13249,ME203,A
S14539,DS250,B
S10844,ECON340,A
S13228,PHY595,D
S14211,ENG493,A
S11699,BIO458,D
S12552,POLI411,A
S12326,ME500,D
S14092,BIO244,C
S10739,CE321,D
S11962,DS230,D
S11823,DS539,F
S10283,BIO217,F
S10500,PHIL465,F
S10802,SOC298,B
S13074,HIST320,A
S11177,PSY368,B
S12606,CS256,A
S10021,BIO373,C
S13716,BIO415,F
S13099,CS177,A
S14709,ME280,A
S10852,DS424,A
S12557,PSY369,B
S10298,POLI295,C
S13396,CYB482,A
S10492,STAT193,D
S10050,HIST251,B
S10144,PHIL426,A
S12145,PHIL413,C
S11632,CYB361,D
S10867,CS565,D
S13110,BIO556,D
S12558,PHIL242,A
S10195,BIO313,B
S14027,ENG379,B
S12616,ECON340,D
S11809,HIST534,D
S10623,HIST320,B
S11455,POLI566,C
S11252,CYB559,A
S14299,CHEM392,A
S12179,CHEM480,B
S10114,PSY335,A
S10554,CYB428,F
S13801,CE487,A
S14225,CHEM291,A
S11997,ME438,C
S12834,POLI427,F
S10249,DS530,B
S13641,STAT148,B
S12783,ENG219,F
S11631,BIO497,A
S10660,DS230,B
S12595,CHEM282,B
S10540,CS187,C
S14525,CE455,A
S14743,MATH191,A
S11473,CE359,F
S14496,PSY136,B
S11482,SOC124,B
S12901,PHIL171,A
S13608,STAT546,B
S10029,ECE161,F
S11293,BIO313,C
S11361,SOC271,F
S12683,STAT488,A
S11867,CHEM464,A
S14916,DS132,A
S14921,HIST251,A
S12023,MATH518,F
S11382,MATH287,A
S11379,ECE349,B
S13255,POLI516,A
S11963,SOC387,A
S12307,HIST251,A
S11900,PSY346,C
S12906,DS231,A
S14784,BIO403,B
S14605,CE487,B
S14297,BIO109,A
S10215,ENG367,B
S12086,DS520,A
S14559,BIO310,C
S11048,HIST402,C
S14221,PSY263,D
S12725,CS598,A
S12231,SOC579,C
S14059,ME438,A
S14788,CHEM114,D
S10965,SOC385,A
S11731,CHEM338,B
S10858,HIST130,C
S13959,SOC229,B
S13854,BIO393,C
S14653,CS154,C
S13863,PSY163,B
S12059,PHY537,C
S10242,MATH202,C
S12920,STAT301,B
S14129,ENG452,B
S14341,CE302,B
S13987,CHEM486,A
S12406,POLI499,B
S13099,POLI307,B
S10040,CHEM326,A
S13225,ECON293,C
S12393,ENG535,D
S13849,MATH234,A
S10054,SOC385,A
S10012,ECE198,B
S14867,CHEM207,B
S11260,CHEM282,D
S11087,DS504,B
S14797,CHEM420,B
S12507,PHY210,C
S12990,SOC159,B
S11120,CE302,C
S12691,ECON347,F
S13059,POLI167,C
S13527,ENG314,C
S14578,PHY578,A
S10808,CE318,A
S13849,ENG367,A
S12581,HIST176,B
S14534,PHIL134,A
S11999,ECE349,B
S12192,ENG180,C
S14220,BIO217,C
S11803,MATH105,A
S12931,ENG223,C
S11111,SOC479,C
S13253,ECE121,B
S14401,PSY277,A
S14915,PHIL512,C
S13833,MATH550,A
S10247,DS147,A
S14934,CYB350,D
S12495,BIO333,F
S12230,CE472,B
S13682,SOC538,B
S14820,SOC587,C
S14717,BIO313,B
S10555,CYB408,B
S13189,ECON540,B
S13926,POLI584,B
S14993,ENG297,A
S10256,CS439,A
S12054,CYB110,B
S11684,CS565,D
S14435,POLI562,D
S14755,ECE149,F
S14250,DS543,C
S12403,ME514,A
S14070,ECE594,D
S13516,CE419,C
S11757,HIST116,B
S11323,PHIL512,A
S14119,ME438,C
S13738,ME438,B
S10559,DS446,C
S14720,CS401,A
S12623,CE359,B
S11897,BIO310,A
S10574,STAT160,A
S14407,DS539,B
S14554,PHY569,C
S13680,ECE577,F
S11191,ENG297,B
S13908,CE455,A
S10546,ECON383,F
S14807,DS530,A
S14018,STAT488,C
S14374,ECON360,B
S11348,SOC232,C
S14771,DS132,C
S13312,ENG113,C
S12393,DS151,C
S12848,DS446,F
S12742,STAT548,B
S13810,PHIL465,A
S12278,STAT209,B
S13410,SOC204,A
S12628,ENG288,C
S14047,STAT111,B
S11009,PHY322,C
S12092,DS230,B
S10782,CHEM238,C
S10018,CHEM102,A
S12226,CS118,C
S13027,BIO310,A
S11953,PHY496,D
S11007,CS126,C
S12558,ECON596,C
S13641,ENG493,F
S13983,PHY181,C
S14293,SOC479,A
S14602,PSY357,C
S12704,PHY483,C
S11260,CE332,F
S12190,SOC232,F
S13976,MATH394,D
S14908,HIST176,D
S13070,DS158,C
S14887,DS345,C
S13367,BIO308,C
S12635,POLI241,B
S13000,ECON360,F
S13780,CHEM528,C
S11993,ENG588,C
S10548,POLI566,A
S12642,MATH196,F
S11170,POLI281,C
S14834,CE128,C
S14059,PSY335,A
S12652,ECE199,C
S10016,ENG493,C
S13895,POLI248,F
S10164,DS231,A
S11292,MATH279,B
S10482,SOC123,B
S11646,PHY560,A
S13250,PHY533,B
S12884,CE175,B
S10004,CS324,A
S11275,CHEM551,B
S13839,CS152,B
S11744,SOC479,F
S10075,BIO310,D
S12421,MATH191,F
S13756,ENG180,C
S14976,PHY569,A
S12409,CHEM207,B
S10824,ECE349,F
S13335,CE336,B
S11375,HIST534,D
S10283,ME173,C
S12555,BIO226,F
S13246,POLI427,F
S11901,MATH394,A
S14180,PHY258,F
S12234,POLI553,B
S12748,ENG314,A
S12316,CE296,D
S14197,ENG180,F
S10367,MATH449,A
S10175,CYB300,C
S10880,PSY263,C
S12874,HIST116,C
S11513,STAT301,F
S11946,DS231,A
S13860,BIO215,A
S11106,CS179,C
S10454,ME517,D
S13538,CE296,B
S13325,ECON596,B
S10034,CHEM266,A
S11464,PHIL242,A
S10933,POLI454,D
S14630,PHIL242,A
S11832,PSY459,A
S14100,PSY481,B
S10600,CHEM338,C
S10098,MATH287,C
S10555,CHEM222,F
S14254,HIST116,F
S13711,ECE214,A
S11831,ECON293,C
S13633,SOC538,C
S14588,ENG297,B
S12721,ME526,B
S13348,CYB156,B
S10247,DS325,A
S12849,CYB440,B
S14077,ENG104,B
S11281,ECON418,F
S10295,SOC387,B
S14036,ECE555,C
S12369,DS147,A
S11564,ENG275,F
S14806,SOC398,D
S14474,CS401,B
S11419,ECE577,F
S14598,ENG303,C
S13269,BIO226,B
S10204,POLI117,B
S11532,SOC271,C
S10715,ECON347,D
S14811,STAT546,C
S12975,PSY138,D
S11644,HIST343,D
S12051,CS401,B
S10548,MATH527,F
S13721,BIO510,A
S12057,CHEM513,D
S14341,SOC430,A
S10541,CE419,F
S13466,ENG452,A
S11616,MATH580,B
S10730,ENG303,B
S13085,SOC139,B
S13535,CYB494,B
S11238,PHY515,A
S12143,POLI562,D
S13683,PSY120,C
S14178,STAT148,F
S10019,CS154,B
S10885,MATH185,C
S13626,CE137,C
S14384,DS239,A
S14551,SOC407,D
S12056,BIO226,B
S12474,ECON383,C
S10978,ME514,A
S13291,HIST363,A
S14927,CS227,A
S10116,ECE366,D
S12651,HIST363,B
S14855,POLI411,D
S12700,CYB536,C
S14160,ECE121,B
S12193,BIO108,A
S12315,CHEM464,D
S12784,POLI117,C
S10920,CE455,C
S10395,POLI273,B
S11813,POLI274,F
S14245,ENG468,D
S13539,ME514,D
S14835,CHEM119,C
S10865,PHY498,A
S10561,ECE149,B
S13398,PSY391,B
S10180,ECE555,A
S10615,BIO182,F
S12380,CE563,B
S13670,BIO524,B
S12115,ME173,B
S11220,STAT461,C
S12840,CYB389,B
S11557,ENG303,C
S10422,ECE334,D
S12191,ECON418,B
S14587,PHY501,D
S14790,STAT561,C
S12629,PHIL406,A
S11410,PHY299,A
S14740,HIST176,A
S11835,STAT140,C
S12127,PSY481,B
S13418,PHY595,C
S14058,STAT466,F
S10982,STAT488,B
S12903,DS351,D
S14196,ECON423,A
S10185,CYB246,F
S12829,HIST534,A
S11926,ECON574,B
S13244,POLI248,C
S13259,CHEM238,B
S14328,ENG297,A
S14616,HIST549,B
S11066,ENG493,A
S11852,STAT111,B
S11210,CHEM238,D
S14526,PHY569,B
S12086,STAT148,F
S13385,DS150,D
S14657,DS286,D
S12974,CYB350,B
S14457,ENG303,A
S10109,ENG452,B
S14128,MATH202,C
S12558,BIO552,F
S14244,STAT212,B
S12287,DS530,A
S13881,HIST363,B
S14625,ENG379,F
S11023,CS401,A
S13550,PHIL413,B
S13120,PHIL413,A
S13034,CYB440,F
S13397,ME514,A
S11337,PHIL171,A
S14414,CE220,A
S11425,ECON340,B
S12083,ME162,B
S14975,ENG460,C
S12821,ECE594,B
S13852,MATH527,C
S10268,BIO182,F
S11099,BIO557,B
S10720,ECON540,B
S10660,POLI447,F
S13444,CE166,C
S12972,CE544,F
S11093,PHY483,B
S14680,CYB246,B
S11828,BIO497,B
S11749,PHIL242,A
S12309,ECE456,A
S10599,ME115,C
S11525,DS586,A
S11013,CE523,B
S13497,ECE594,B
S14694,PHIL426,A
S13477,ECE316,C
S12105,ECON340,B
S11112,DS484,A
S10799,STAT140,C
S10503,HIST251,A
S11887,ECON360,B
S13836,PHY533,C
S13229,BIO109,C
S14474,CS328,B
S13896,DS502,C
S12832,SOC429,A
S12314,PSY172,A
S11734,HIST402,A
S11062,HIST168,B
S12949,POLI553,C
S13906,SOC330,C
S13735,BIO333,B
S13652,CS445,B
S11350,CS154,C
S14269,PSY369,D
S11529,DS147,A
S12309,PSY369,B
S10285,CHEM216,C
S11553,PHY371,A
S13245,CHEM464,C
S14007,PHY377,D
S12439,STAT190,D
S10129,STAT488,C
S12337,CE336,B
S14815,DS495,C
S13018,CS439,B
S14866,PSY259,B
S13889,CE128,D
S14720,PSY459,F
S12002,MATH449,C
S14310,POLI274,A
S10447,HIST176,F
S12598,PHY258,B
S13438,CHEM464,C
S13884,BIO403,F
S13371,CYB482,F
S13704,PSY368,C
S10559,ECE366,F
S14665,STAT364,C
S11763,PSY467,B
S10642,PSY547,A
S14703,CHEM266,C
S12380,POLI499,C
S14798,PHIL169,C
S10529,DS158,C
S12746,PHY483,B
S11881,SOC587,C
S10423,CS144,C
S13773,STAT209,B
S14677,ECE316,A
S11611,POLI358,F
S14779,CYB294,D
S12892,PHIL249,C
S14609,ECON583,C
S14042,POLI447,B
S10703,MATH462,B
S11259,ME514,D
S11107,CYB110,A
S11010,STAT111,C
S10798,CHEM480,B
S14133,MATH518,B
S13409,CYB405,A
S11492,PSY263,A
S14001,PHIL265,C
S10882,SOC229,D
S10350,CYB389,C
S13647,DS150,C
S10114,CS439,B
S10012,PHIL465,B
S12892,HIST363,C
S11502,DS239,A
S11429,ECON347,D
S12400,STAT548,F
S14826,ECE590,B
S12863,ENG460,C
S12436,ME517,B
S10367,DS586,F
S10941,BIO333,A
S13807,CS179,C
S10523,ME192,C
S12097,PHIL205,C
S11925,BIO267,A
S13539,CS337,B
S13665,CS448,B
S13639,POLI208,B
S11065,SOC298,C
S12742,SOC372,D
S12643,SOC124,A
S10570,ENG104,B
S14835,CS324,C
S12103,CYB100,B
S13910,PSY138,C
S11493,CE544,B
S13382,ECE143,F
S14722,CYB405,A
S12164,STAT301,B
S13377,STAT409,C
S12236,SOC342,A
S10738,PSY335,A
S11394,POLI248,C
S13016,PHY299,B
S12006,ME500,F
S10413,CS211,A
S11615,SOC298,F
S14692,ME290,C
S12968,CHEM266,B
S13110,CYB350,A
S10086,SOC342,F
S10766,CYB482,A
S14089,STAT190,B
S11834,CHEM434,C
S13778,DS530,B
S13401,PHY483,C
S10589,STAT193,C
S10722,HIST233,C
S14976,SOC204,C
S11937,CS154,C
S13234,STAT190,D
S13615,CYB270,B
S12442,DS230,A
S10313,SOC398,B
S14957,CHEM528,B
S13284,CS211,F
S10505,PHY433,B
S13195,HIST174,C
S10967,CE505,F
S12938,POLI447,A
S12121,CE128,B
S13787,CS545,C
S10454,STAT546,B
S14107,CHEM155,A
S12981,BIO491,D
S11600,PSY547,F
S13902,PHY483,C
S12018,STAT409,B
S11311,ECON347,F
S11336,BIO491,D
S12596,CS397,C
S13774,ECON340,C
S12741,SOC284,B
S14855,PHIL399,C
S10302,SOC342,A
S11492,CE455,C
S14957,CE296,C
S14926,CHEM576,A
S12395,ENG460,B
S13917,ENG104,A
S11042,BIO393,A
S10859,POLI208,F
S13203,ECON360,C
S13858,ME517,B
S10161,ENG180,A
S13559,STAT488,B
S14388,ECE247,A
S14093,PSY346,A
S11109,SOC479,C
S10552,PSY369,B
S13067,DS132,C
S12893,PHIL507,B
S10696,SOC342,B
S14570,SOC407,A
S11803,POLI454,B
S11062,BIO453,B
S14557,DS351,C
S13581,ECE199,A
S11239,ENG493,A
S11452,POLI411,F
S11929,CHEM282,F
S14449,PHY537,B
S14078,PHY153,B
S11588,MATH279,D
S14903,STAT432,B
S13968,ENG582,A
S14311,CYB440,B
S14086,HIST236,B
S12948,CHEM264,A
S11236,CYB559,B
S10841,STAT488,A
S11006,ME381,F
S10403,PSY369,B
S14422,DS345,B
S12543,PHIL519,F
S12872,DS484,A
S12772,PHY377,A
S10098,PSY263,B
S10891,CYB100,C
S14555,ECE555,C
S13444,ECE349,C
S12129,SOC229,B
S10650,CS401,A
S14353,PHY515,C
S14489,ENG588,B
S11588,BIO524,B
S12422,SOC298,C
S11984,SOC579,A
S12460,MATH518,B
S12265,CHEM480,C
S11874,ENG201,F
S14728,BIO557,D
S11279,ECE506,D
S13525,CS570,D
S14112,DS158,C
S10608,DS276,A
S11790,ENG348,B
S14500,POLI553,C
S12006,ECE247,F
S10411,PHIL265,F
S10944,SOC407,B
S12617,CS565,C
S12068,SOC342,A
S13413,ENG113,C
S14617,CE318,A
S10622,CHEM238,B
S14812,ECE349,B
S13356,ECON293,A
S14363,DS484,C
S12597,CS397,A
S14560,DS147,B
S12441,ENG348,F
S11899,PHY299,B
S11679,CHEM414,B
S14331,PSY369,B
S13689,PHIL512,B
S14879,MATH449,C
S12967,ECE331,A
S10927,DS509,C
S14384,SOC229,F
S12162,ECE590,C
S14922,ECE577,B
S13564,BIO224,D
S12622,ME192,B
S12055,CHEM344,B
S12274,SOC221,B
S11292,STAT140,A
S14158,POLI240,B
S13640,CHEM289,B
S10595,DS502,D
S10666,ECE575,B
S14610,ME526,B
S12720,CHEM291,B
S14406,HIST534,F
S11039,STAT474,A
S14871,PSY120,C
S10233,CS570,A
S14826,ENG106,B
S12872,STAT478,A
S11885,CYB294,B
S12984,CHEM245,A
S14647,PHIL134,C
S12271,STAT255,F
S12379,PHY309,A
S13844,CS152,F
S11543,STAT412,A
S10453,PHY496,F
S13329,CE272,A
S13046,HIST549,C
S13018,PHIL413,F
S12570,ECE577,F
S14794,DS443,B
S14672,CE302,F
S11281,PSY357,A
S10983,DS404,B
S10000,PSY368,B
S14004,BIO491,C
S13855,POLI358,C
S14522,HIST174,C
S13900,ECE197,B
S13480,BIO226,A
S13840,BIO333,A
S14222,DS471,A
S13582,ECE532,B
S10223,PSY391,B
S14664,BIO355,B
S12669,CHEM576,B
S10091,DS504,D
S10452,MATH451,C
S12272,DS286,C
S13634,ENG460,A
S13274,ENG180,F
S10222,MATH451,A
S13616,PHIL413,A
S11490,BIO453,F
S13315,CHEM282,A
S14233,PHY181,B
S13160,SOC221,A
S12492,DS443,A
S12877,ME317,B
S10554,ECE334,B
S11665,PHIL399,C
S13623,ME184,B
S12586,ECON383,A
S14835,DS502,D
S14530,PSY335,C
S14145,DS443,B
S10058,CYB353,B
S12583,BIO491,A
S14510,PHIL512,A
S11603,SOC479,B
S13909,PSY172,B
S11777,CS545,C
S13038,POLI117,C
S10196,ECON278,A
S11555,CYB536,A
S14964,HIST312,B
S10531,POLI499,A
S10874,BIO262,B
S11985,ECON383,B
S10230,CE523,F
S13960,MATH542,F
S12732,ECE214,B
S14560,CYB494,A
S12365,ECON591,C
S11397,PHY258,A
S13875,CS152,B
S10020,CS545,D
S11574,CYB389,A
S14335,ME290,B
S10273,BIO308,C
S14111,SOC204,F
S13482,PHY498,F
S11012,ECE316,B
S11629,CS374,B
S12752,CE441,B
S13269,HIST343,B
S12866,CS388,B
S11994,BIO476,F
S12679,POLI248,A
S10024,PSY263,F
S13620,PSY346,F
S11071,POLI281,F
S12405,PSY120,A
S14367,PHY433,C
S14113,CYB380,A
S14428,POLI566,B
S12665,ECON370,B
S11730,ENG275,B
S12391,CE487,B
S13871,CHEM422,A
S14312,CYB110,A
