studentRegNo,courseCode,grade,semester,enrollmentYear
S13261,DS195,F,WINTER,2025
S13261,BIO105,A,SPRING,2025
S13261,PSY212,A,SPRING,2023
S13261,CHEM475,C,SPRING,2023
S13262,CE149,F,SUMMER,2023
S13262,SOC371,C,FALL,2024
S13262,SOC546,C,SPRING,2022
S13262,DS444,B,SUMMER,2022
S13262,CYB256,C,WINTER,2024
S13262,CE381,B,SPRING,2026
S13262,PSY276,D,WINTER,2026
S13262,ENG283,C,FALL,2023
S13262,HIST391,F,FALL,2025
S13262,ECE238,C,FALL,2024
S13262,CYB258,A,SUMMER,2023
S13262,PHIL423,A,SUMMER,2025
S13262,HIST126,B,FALL,2024
S13262,HIST166,A,SPRING,2024
S13262,DS339,B,SUMMER,2024
S13262,POLI137,B,WINTER,2025
S13262,CE280,A,SPRING,2022
S13262,CE490,B,WINTER,2022
S13262,PSY460,C,FALL,2022
S13262,SOC472,B,WINTER,2025
S13262,CS252,A,SPRING,2026
S13262,MATH386,C,SPRING,2023
S13262,ME118,C,FALL,2026
S13262,CS411,B,SUMMER,2025
S13262,DS495,D,FALL,2024
S13262,CE518,B,WINTER,2025
S13262,CYB449,C,SUMMER,2023
S13262,HIST527,B,SUMMER,2026
S13262,BIO429,B,FALL,2026
S13262,PHY380,C,WINTER,2026
S13263,PHIL598,B,SUMMER,2023
S13263,ECON514,A,SPRING,2026
S13263,HIST391,A,FALL,2024
S13263,ME359,C,SPRING,2024
S13263,ENG580,A,SUMMER,2022
S13263,CHEM335,F,WINTER,2026
S13263,BIO320,A,SUMMER,2025
S13263,SOC472,A,SUMMER,2025
S13263,PSY212,D,SPRING,2022
S13263,MATH323,C,SPRING,2023
S13263,BIO178,A,SPRING,2023
S13263,CHEM316,B,FALL,2025
S13263,PHIL308,B,WINTER,2026
S13263,CHEM199,B,FALL,2025
S13263,PSY136,F,FALL,2025
S13263,STAT287,A,SUMMER,2023
S13263,ECON360,B,FALL,2024
S13263,POLI306,B,SPRING,2025
S13263,POLI234,C,WINTER,2025
S13263,ME257,B,SPRING,2026
S13263,ENG263,B,FALL,2024
S13263,PHY488,F,SUMMER,2024
S13263,CE394,A,SPRING,2023
S13263,SOC504,B,WINTER,2022
S13263,ECON281,D,SUMMER,2026
S13263,ENG108,D,WINTER,2023
S13263,ECE331,F,SPRING,2026
S13263,BIO463,D,FALL,2025
S13263,CS464,A,SUMMER,2022
S13263,CHEM439,C,SPRING,2022
S13264,DS111,C,SUMMER,2022
S13264,CS464,B,SUMMER,2025
S13264,DS578,C,SUMMER,2024
S13264,PHIL513,B,SUMMER,2022
S13264,BIO207,D,FALL,2025
S13264,ENG405,F,SPRING,2025
S13264,BIO105,C,FALL,2026
S13264,PSY295,C,SPRING,2023
S13264,SOC364,A,WINTER,2026
S13264,PHY101,A,WINTER,2026
S13264,CE181,C,SUMMER,2025
S13264,SOC321,A,WINTER,2023
S13264,PHY441,B,FALL,2026
S13264,BIO596,B,WINTER,2023
S13264,PHY235,A,WINTER,2026
S13264,CHEM585,A,WINTER,2025
S13264,STAT489,B,WINTER,2026
S13264,CE490,B,SPRING,2025
S13264,ECE407,A,SUMMER,2023
S13264,CE515,D,FALL,2026
S13264,PHY590,B,SUMMER,2023
S13264,PSY558,C,FALL,2024
S13264,ENG108,B,WINTER,2023
S13264,HIST428,C,WINTER,2024
S13264,MATH293,D,SPRING,2025
S13264,SOC122,A,SUMMER,2024
S13264,PHY483,A,SUMMER,2022
S13264,PHY561,C,SPRING,2025
S13264,ENG250,A,FALL,2026
S13264,MATH502,A,SPRING,2022
S13265,POLI277,F,SPRING,2022
S13265,POLI540,D,SUMMER,2022
S13265,CYB458,A,FALL,2022
S13265,ECON228,C,SUMMER,2024
S13265,HIST219,C,FALL,2023
S13265,PHY388,C,WINTER,2025
S13265,DS395,C,WINTER,2026
S13265,CHEM264,F,FALL,2026
S13265,BIO374,A,WINTER,2024
S13265,PHIL562,C,WINTER,2023
S13265,MATH477,F,WINTER,2025
S13265,CE149,F,WINTER,2024
S13265,CE402,C,SPRING,2025
S13265,ME242,A,WINTER,2023
S13265,CE291,C,FALL,2026
S13265,CYB174,C,WINTER,2025
S13265,PHIL494,C,WINTER,2025
S13265,STAT222,A,FALL,2025
S13265,PHIL170,B,SUMMER,2023
S13265,HIST589,C,SUMMER,2026
S13265,CS302,A,SPRING,2024
S13265,PHIL132,C,SPRING,2022
S13265,ECE238,A,FALL,2025
S13265,POLI438,D,SUMMER,2022
S13265,ECON360,C,SPRING,2025
S13265,ENG185,A,SPRING,2022
S13265,DS225,D,FALL,2025
S13265,PHIL308,A,SPRING,2025
S13265,SOC214,B,FALL,2023
S13265,ENG430,A,SUMMER,2024
S13266,BIO309,D,WINTER,2025
S13266,SOC298,B,SUMMER,2023
S13266,ECE142,D,FALL,2023
S13266,BIO310,D,SPRING,2024
S13266,DS410,A,SPRING,2025
S13266,DS111,A,WINTER,2025
S13266,STAT340,B,FALL,2024
S13266,CE128,B,WINTER,2022
S13266,PHY114,B,WINTER,2022
S13266,BIO450,B,SUMMER,2026
S13266,DS196,F,WINTER,2025
S13266,PHY390,A,WINTER,2025
S13266,MATH344,A,SPRING,2022
S13266,CHEM486,A,SPRING,2024
S13266,CS377,A,WINTER,2026
S13266,ECON454,A,FALL,2026
S13266,BIO273,A,FALL,2026
S13266,POLI284,C,SPRING,2026
S13266,SOC564,B,SPRING,2023
S13266,MATH537,C,SPRING,2022
S13266,BIO139,D,FALL,2023
S13266,ECE146,C,WINTER,2024
S13266,MATH293,A,FALL,2023
S13266,CHEM418,A,SUMMER,2026
S13266,HIST288,B,WINTER,2026
S13266,CS140,C,SUMMER,2026
S13266,ECE176,C,SUMMER,2025
S13266,PHY488,B,SUMMER,2025
S13266,CHEM507,B,WINTER,2026
S13266,HIST527,A,SPRING,2026
S13267,PHY236,B,FALL,2022
S13267,ECE341,F,SPRING,2024
S13267,ECE385,A,SUMMER,2022
S13267,CYB290,B,SUMMER,2024
S13267,ECON281,F,SPRING,2023
S13267,CYB403,B,FALL,2025
S13267,CYB256,C,FALL,2024
S13267,PHY488,B,WINTER,2023
S13267,CHEM585,C,WINTER,2024
S13267,PSY563,C,SUMMER,2022
S13267,HIST126,D,SUMMER,2022
S13267,ECE549,A,SUMMER,2023
S13267,CYB511,D,SUMMER,2024
S13267,CHEM245,A,FALL,2023
S13267,POLI574,C,WINTER,2024
S13267,ENG430,B,WINTER,2022
S13267,PSY324,B,SUMMER,2023
S13267,ECON514,A,SPRING,2026
S13267,CS247,F,SUMMER,2024
S13267,ECE566,A,SPRING,2024
S13267,CS533,A,SPRING,2026
S13267,SOC472,F,SUMMER,2025
S13267,ECON354,B,WINTER,2022
S13267,CHEM486,C,FALL,2022
S13267,CHEM135,B,FALL,2024
S13267,MATH386,A,SUMMER,2024
S13267,PHIL598,C,SUMMER,2026
S13267,ME311,F,SUMMER,2024
S13267,PHY161,C,SUMMER,2024
S13267,PSY554,C,SPRING,2026
S13268,MATH322,D,WINTER,2022
S13268,ECE268,B,FALL,2025
S13268,HIST288,A,FALL,2025
S13268,HIST346,C,SUMMER,2025
S13268,PSY426,B,SUMMER,2024
S13268,ECE544,D,SPRING,2024
S13268,PHY441,F,SUMMER,2025
S13268,DS553,D,SPRING,2023
S13268,CE280,B,WINTER,2025
S13268,STAT340,C,SUMMER,2026
S13268,CHEM335,C,WINTER,2026
S13268,PHIL172,A,SUMMER,2024
S13268,PSY563,C,WINTER,2025
S13268,CYB326,A,SUMMER,2022
S13268,ECON400,B,FALL,2023
S13268,CHEM135,C,FALL,2022
S13268,SOC556,D,SPRING,2025
S13268,ENG392,F,FALL,2024
S13268,PHY101,B,SPRING,2022
S13268,CHEM173,C,SPRING,2024
S13268,PHY599,D,SUMMER,2026
S13268,SOC523,A,WINTER,2024
S13268,HIST409,B,SPRING,2025
S13268,PHY590,A,SUMMER,2024
S13268,POLI123,A,FALL,2025
S13268,CE515,F,FALL,2023
S13268,ENG250,C,WINTER,2025
S13268,ECON496,F,WINTER,2026
S13268,ECON117,C,FALL,2024
S13268,ECE453,C,SUMMER,2023
S13269,HIST297,D,SPRING,2026
S13269,STAT216,B,SPRING,2026
S13269,BIO133,F,SUMMER,2024
S13269,PSY276,C,SUMMER,2024
S13269,POLI134,C,SPRING,2025
S13269,ECE238,C,SUMMER,2023
S13269,PHY114,D,FALL,2026
S13269,POLI277,B,FALL,2023
S13269,STAT287,A,SUMMER,2022
S13269,BIO230,A,SPRING,2026
S13269,PSY563,B,SPRING,2025
S13269,DS416,D,FALL,2024
S13269,DS410,A,FALL,2023
S13269,BIO188,F,WINTER,2026
S13269,ECON461,C,WINTER,2022
S13269,PSY558,B,SPRING,2023
S13269,PHY376,D,WINTER,2025
S13269,ECE341,C,SPRING,2023
S13269,BIO260,A,SPRING,2025
S13269,MATH469,B,WINTER,2025
S13269,ECE413,A,WINTER,2026
S13269,PSY531,B,WINTER,2022
S13269,CE200,C,WINTER,2023
S13269,PHY561,B,SPRING,2022
S13269,MATH344,C,WINTER,2022
S13269,ECE176,D,WINTER,2026
S13269,BIO105,F,SUMMER,2022
S13269,PSY115,B,SPRING,2022
S13269,CYB290,D,SUMMER,2024
S13269,CE201,C,FALL,2026
S13270,ME359,A,FALL,2026
S13270,BIO310,B,WINTER,2024
S13270,MATH459,A,SUMMER,2026
S13270,MATH237,F,SUMMER,2025
S13270,SOC248,C,WINTER,2026
S13270,HIST271,C,WINTER,2024
S13270,SOC401,C,SUMMER,2022
S13270,HIST166,A,SUMMER,2022
S13270,BIO260,F,SUMMER,2024
S13270,STAT363,B,SUMMER,2025
S13270,ME595,B,SPRING,2023
S13270,DS184,F,FALL,2022
S13270,HIST191,B,SUMMER,2025
S13270,BIO207,B,WINTER,2026
S13270,MATH348,C,SUMMER,2026
S13270,CHEM205,B,FALL,2022
S13270,PHIL170,C,FALL,2022
S13270,ENG430,B,SPRING,2023
S13270,CE352,A,FALL,2025
S13270,HIST593,D,SPRING,2023
S13270,CS370,B,WINTER,2026
S13270,CHEM507,A,WINTER,2024
S13270,STAT229,A,WINTER,2022
S13270,CYB538,A,FALL,2022
S13270,HIST288,A,FALL,2024
S13270,ECE142,C,WINTER,2023
S13270,POLI529,C,SUMMER,2024
S13270,POLI137,B,SPRING,2022
S13270,MATH358,B,FALL,2026
S13270,CS140,B,SPRING,2026
S13271,POLI150,B,WINTER,2023
S13271,POLI296,C,SUMMER,2022
S13271,PHIL567,C,WINTER,2022
S13271,HIST421,B,SUMMER,2022
S13271,ECE470,B,SUMMER,2022
S13271,CE164,C,SPRING,2024
S13271,CE149,C,FALL,2023
S13271,BIO539,A,FALL,2026
S13271,PHY561,C,SPRING,2026
S13271,CHEM194,B,WINTER,2026
S13271,POLI137,D,SPRING,2024
S13271,CYB290,D,WINTER,2024
S13271,PSY163,A,SPRING,2022
S13271,POLI540,A,SUMMER,2024
S13271,DS156,C,SUMMER,2025
S13271,CYB258,C,WINTER,2026
S13271,HIST346,C,SUMMER,2022
S13271,CYB538,A,FALL,2026
S13271,PSY499,D,SPRING,2023
S13271,ME536,B,SUMMER,2023
S13271,CYB251,B,FALL,2022
S13271,BIO463,A,SUMMER,2023
S13271,DS495,A,FALL,2025
S13271,MATH358,C,WINTER,2022
S13271,PHIL168,B,SPRING,2023
S13271,PHIL559,A,FALL,2026
S13271,ECE566,F,FALL,2023
S13271,CHEM316,B,SPRING,2026
S13271,ENG369,C,WINTER,2025
S13271,CYB232,A,SPRING,2026
S13273,BIO351,A,WINTER,2022
S13273,HIST289,C,SUMMER,2024
S13273,CE443,A,WINTER,2026
S13273,BIO143,A,SUMMER,2026
S13273,CYB155,B,SUMMER,2025
S13273,CHEM193,C,FALL,2023
S13273,SOC248,B,SPRING,2025
S13273,ECE238,F,WINTER,2026
S13273,ECON261,D,SPRING,2026
S13273,CHEM486,D,WINTER,2026
S13273,HIST421,A,FALL,2026
S13273,PSY447,A,SUMMER,2026
S13273,ECON299,D,FALL,2024
S13273,PSY505,D,FALL,2022
S13273,STAT287,B,SPRING,2026
S13273,CHEM378,F,FALL,2026
S13273,POLI555,C,FALL,2025
S13273,BIO310,C,FALL,2023
S13273,ME577,A,WINTER,2023
S13273,CS377,B,SPRING,2022
S13273,DS111,C,FALL,2025
S13273,PHY243,B,SUMMER,2026
S13273,MATH506,F,WINTER,2025
S13273,ENG266,A,SPRING,2024
S13273,POLI215,C,WINTER,2024
S13273,DS217,A,FALL,2023
S13273,ECON312,B,FALL,2023
S13273,PHY147,C,FALL,2025
S13273,ECON484,F,SPRING,2026
S13273,SOC473,C,FALL,2024
S13275,MATH344,C,WINTER,2025
S13275,PHY398,B,SPRING,2023
S13275,PSY324,C,FALL,2024
S13275,CS533,B,SUMMER,2026
S13275,ECON373,B,WINTER,2023
S13275,ECON576,C,SPRING,2023
S13275,PSY157,C,WINTER,2024
S13275,POLI234,A,SUMMER,2024
S13275,CE164,B,SUMMER,2022
S13275,CE352,B,FALL,2022
S13275,ECON427,A,SUMMER,2026
S13275,CYB538,C,SPRING,2022
S13275,BIO351,A,WINTER,2023
S13275,ENG465,B,WINTER,2025
S13275,CS317,C,SUMMER,2022
S13275,MATH300,C,SPRING,2022
S13275,ME536,A,SUMMER,2023
S13275,SOC466,A,WINTER,2023
S13275,CHEM202,F,WINTER,2025
S13275,SOC122,A,SUMMER,2026
S13275,STAT241,B,WINTER,2023
S13275,ENG263,B,SPRING,2025
S13275,CE239,C,FALL,2025
S13275,ME456,C,WINTER,2023
S13275,PHY318,A,SUMMER,2023
S13275,CYB153,B,SPRING,2024
S13275,PHIL278,B,FALL,2025
S13275,CS526,A,WINTER,2026
S13275,ECE530,C,FALL,2023
S13275,SOC424,B,SPRING,2024
S13276,PSY447,C,SUMMER,2022
S13276,ECE470,B,FALL,2023
S13276,CHEM319,F,SUMMER,2023
S13276,STAT206,B,WINTER,2025
S13276,POLI292,C,SPRING,2026
S13276,ECE566,B,WINTER,2022
S13276,POLI148,B,WINTER,2026
S13276,DS395,C,WINTER,2022
S13276,PSY295,D,SUMMER,2023
S13276,BIO192,A,SPRING,2024
S13276,CS112,C,FALL,2025
S13276,ECE385,C,FALL,2026
S13276,DS509,C,WINTER,2024
S13276,MATH300,A,SUMMER,2025
S13276,STAT227,B,FALL,2025
S13276,PHIL479,D,SPRING,2023
S13276,HIST409,F,SUMMER,2025
S13276,MATH113,B,WINTER,2024
S13276,DS182,C,SPRING,2022
S13276,CE568,C,WINTER,2025
S13276,CE517,B,SPRING,2022
S13276,ENG266,C,SUMMER,2026
S13276,MATH129,B,SPRING,2022
S13276,HIST151,A,FALL,2026
S13276,CS377,F,FALL,2023
S13276,CHEM328,C,SPRING,2025
S13276,CHEM135,B,FALL,2024
S13276,ENG465,A,SPRING,2026
S13276,CYB511,C,FALL,2023
S13276,ME456,C,SPRING,2022
S13277,ENG392,C,SPRING,2022
S13277,CS560,B,SPRING,2023
S13277,SOC546,C,FALL,2023
S13277,SOC282,C,FALL,2025
S13277,MATH348,A,FALL,2025
S13277,HIST166,B,SUMMER,2023
S13277,CHEM570,B,SUMMER,2023
S13277,PHY318,D,FALL,2025
S13277,HIST421,B,SUMMER,2025
S13277,PHY390,A,WINTER,2023
S13277,ME577,A,SPRING,2023
S13277,CYB476,C,FALL,2023
S13277,CS435,B,FALL,2026
S13277,PSY115,A,WINTER,2023
S13277,BIO320,C,FALL,2022
S13277,PSY384,F,WINTER,2024
S13277,MATH237,A,SUMMER,2025
S13277,ME399,A,WINTER,2026
S13277,PSY563,A,FALL,2025
S13277,ECON354,F,WINTER,2023
S13277,ECE413,A,SUMMER,2023
S13277,CYB155,C,SPRING,2024
S13277,CE568,D,WINTER,2026
S13277,ECE525,C,WINTER,2025
S13277,CS247,B,FALL,2025
S13277,MATH386,B,SUMMER,2026
S13277,HIST289,C,WINTER,2022
S13277,POLI148,D,FALL,2025
S13277,CS203,D,FALL,2023
S13277,ECON330,B,SPRING,2025
S13278,PHY599,A,WINTER,2023
S13278,DS584,A,FALL,2025
S13278,PSY295,C,SPRING,2023
S13278,BIO231,C,WINTER,2023
S13278,CHEM570,C,SUMMER,2023
S13278,SOC371,D,WINTER,2022
S13278,POLI150,C,SUMMER,2023
S13278,CE352,B,WINTER,2026
S13278,DS225,B,SPRING,2023
S13278,ME577,B,SUMMER,2025
S13278,CE181,F,FALL,2024
S13278,PHY235,B,WINTER,2022
S13278,POLI545,A,SPRING,2022
S13278,BIO218,B,SPRING,2026
S13278,BIO310,B,FALL,2026
S13278,PHIL365,A,FALL,2026
S13278,CYB337,A,SPRING,2022
S13278,CE149,D,SUMMER,2024
S13278,PSY499,A,SPRING,2026
S13278,STAT404,F,SUMMER,2024
S13278,ECE530,C,FALL,2025
S13278,POLI234,A,SPRING,2026
S13278,ENG405,A,FALL,2026
S13278,CHEM194,A,SUMMER,2022
S13278,STAT211,A,SUMMER,2025
S13278,CYB251,B,WINTER,2022
S13278,ME399,F,WINTER,2024
S13278,ME242,B,SUMMER,2022
S13278,MATH358,C,FALL,2022
S13278,HIST421,C,SPRING,2026
S13279,CHEM285,F,WINTER,2026
S13279,HIST166,C,SUMMER,2024
S13279,PHY398,B,WINTER,2022
S13279,CYB337,F,FALL,2026
S13279,CE352,B,WINTER,2026
S13279,CS377,B,FALL,2026
S13279,ENG474,C,SUMMER,2026
S13279,CS279,D,WINTER,2024
S13279,CHEM329,F,FALL,2023
S13279,CE121,B,WINTER,2024
S13279,CE597,A,WINTER,2025
S13279,PHIL275,B,FALL,2022
S13279,PHIL513,C,SUMMER,2024
S13279,DS162,D,SUMMER,2022
S13279,DS156,B,FALL,2025
S13279,MATH113,A,SUMMER,2024
S13279,PSY136,B,SUMMER,2026
S13279,DS416,B,WINTER,2022
S13279,HIST259,C,WINTER,2024
S13279,ENG263,A,SPRING,2023
S13279,ECE525,C,SPRING,2025
S13279,ECE304,C,SPRING,2024
S13279,CE568,A,SUMMER,2025
S13279,DS578,B,WINTER,2026
S13279,PSY558,F,WINTER,2022
S13279,CE164,C,FALL,2026
S13279,CS140,D,SPRING,2023
S13279,DS225,C,SUMMER,2026
S13279,SOC504,C,SUMMER,2025
S13279,PHY197,C,SPRING,2026
S13280,SOC445,D,WINTER,2026
S13280,POLI234,B,SUMMER,2022
S13280,SOC564,B,SUMMER,2023
S13280,CE352,C,SUMMER,2024
S13280,CS586,B,FALL,2024
S13280,CS464,F,FALL,2023
S13280,CS167,B,FALL,2022
S13280,ECE176,C,FALL,2023
S13280,HIST289,C,WINTER,2024
S13280,CHEM135,A,SUMMER,2024
S13280,PHY488,F,FALL,2026
S13280,CHEM475,D,SPRING,2023
S13280,PHY441,A,SPRING,2024
S13280,PHIL494,B,SPRING,2024
S13280,ECE355,B,SUMMER,2022
S13280,HIST151,A,FALL,2023
S13280,CE201,B,SUMMER,2025
S13280,PSY499,B,WINTER,2024
S13280,MATH591,C,WINTER,2026
S13280,PHY372,B,FALL,2024
S13280,PHY318,A,SPRING,2022
S13280,PHIL278,B,SPRING,2022
S13280,ECON461,B,SUMMER,2023
S13280,CYB337,B,FALL,2023
S13280,PHIL170,A,FALL,2025
S13280,BIO596,C,SPRING,2022
S13280,ME242,A,WINTER,2023
S13280,PHIL513,F,WINTER,2024
S13280,MATH386,A,FALL,2023
S13280,BIO273,B,WINTER,2026
S13281,PSY157,F,SUMMER,2026
S13281,ECE146,B,FALL,2024
S13281,CHEM478,C,FALL,2023
S13281,ME257,B,SPRING,2026
S13281,CHEM202,D,FALL,2023
S13281,CHEM329,B,WINTER,2025
S13281,ME144,C,FALL,2025
S13281,DS410,A,WINTER,2025
S13281,PSY419,F,SUMMER,2026
S13281,SOC504,B,FALL,2024
S13281,BIO178,A,FALL,2026
S13281,HIST396,F,FALL,2025
S13281,CE239,D,WINTER,2025
S13281,ECE566,B,SPRING,2026
S13281,ECON514,D,FALL,2026
S13281,CS370,C,SPRING,2024
S13281,PHIL183,D,SUMMER,2022
S13281,CHEM585,C,SPRING,2024
S13281,MATH573,C,FALL,2023
S13281,ENG250,C,SUMMER,2026
S13281,DS184,B,SPRING,2023
S13281,CHEM285,C,FALL,2023
S13281,POLI234,A,WINTER,2023
S13281,MATH459,C,WINTER,2025
S13281,ECON576,A,WINTER,2022
S13281,CS247,C,SUMMER,2024
S13281,ECE407,C,FALL,2026
S13281,STAT565,B,FALL,2023
S13281,DS339,D,FALL,2025
S13281,SOC246,A,SUMMER,2025
S13282,CYB538,F,SUMMER,2026
S13282,ENG283,B,FALL,2022
S13282,DS547,C,SUMMER,2026
S13282,DS127,B,SPRING,2024
S13282,PSY136,B,WINTER,2025
S13282,MATH237,F,FALL,2025
S13282,CHEM335,B,FALL,2022
S13282,ENG368,C,FALL,2024
S13282,STAT489,C,FALL,2026
S13282,BIO429,A,SUMMER,2022
S13282,HIST151,A,SPRING,2023
S13282,CHEM205,A,SUMMER,2025
S13282,PSY558,F,FALL,2026
S13282,DS410,C,FALL,2025
S13282,DS184,C,SUMMER,2022
S13282,HIST219,A,SUMMER,2024
S13282,DS225,B,WINTER,2025
S13282,HIST191,F,WINTER,2022
S13282,ENG465,A,FALL,2025
S13282,PSY563,F,SUMMER,2022
S13282,ECON576,B,WINTER,2022
S13282,CE120,B,SPRING,2025
S13282,ME497,C,SPRING,2025
S13282,POLI215,B,SUMMER,2026
S13282,HIST346,A,FALL,2024
S13282,ECE453,F,SUMMER,2022
S13282,BIO100,A,WINTER,2022
S13282,MATH502,D,WINTER,2022
S13282,MATH274,B,FALL,2026
S13282,BIO351,A,SUMMER,2025
S13283,POLI545,C,SUMMER,2025
S13283,CS526,D,SPRING,2025
S13283,ME532,A,SPRING,2025
S13283,BIO450,F,FALL,2024
S13283,CS109,C,SUMMER,2026
S13283,DS225,F,WINTER,2023
S13283,CE158,B,WINTER,2025
S13283,BIO169,B,FALL,2023
S13283,BIO374,A,SPRING,2026
S13283,BIO106,B,WINTER,2025
S13283,MATH477,C,SPRING,2025
S13283,ECE104,B,FALL,2024
S13283,SOC124,A,WINTER,2025
S13283,CS367,F,SUMMER,2022
S13283,CS279,B,FALL,2025
S13283,PHIL221,C,WINTER,2026
S13283,CE120,C,FALL,2026
S13283,CE517,A,WINTER,2024
S13283,BIO429,B,SUMMER,2022
S13283,DS111,B,SPRING,2024
S13283,PHY243,C,FALL,2022
S13283,ME311,B,SPRING,2023
S13283,ME456,C,SUMMER,2024
S13283,PHIL562,B,WINTER,2025
S13283,PSY384,A,FALL,2023
S13283,HIST187,C,SUMMER,2024
S13283,CHEM439,F,SUMMER,2022
S13283,ECON330,B,WINTER,2025
S13283,ECON436,F,SUMMER,2023
S13283,CE490,B,SUMMER,2022
S13284,PHIL275,C,SPRING,2026
S13284,PSY384,B,FALL,2023
S13284,HIST219,A,SPRING,2023
S13284,CE152,B,SUMMER,2023
S13284,ECE130,D,FALL,2022
S13284,BIO139,F,SUMMER,2022
S13284,PHY333,B,SPRING,2024
S13284,ECON116,C,SUMMER,2024
S13284,ECE138,B,WINTER,2024
S13284,CYB258,D,SPRING,2023
S13284,ENG471,B,SPRING,2025
S13284,ECON576,A,FALL,2025
S13284,CS550,D,WINTER,2025
S13284,ME497,D,FALL,2024
S13284,BIO179,A,WINTER,2022
S13284,DS196,A,FALL,2022
S13284,HIST420,D,FALL,2025
S13284,CS247,D,SUMMER,2022
S13284,STAT222,C,SUMMER,2025
S13284,SOC466,B,WINTER,2026
S13284,ENG369,B,SUMMER,2022
S13284,CS210,F,FALL,2023
S13284,CHEM332,C,FALL,2022
S13284,MATH129,B,WINTER,2025
S13284,CHEM520,C,WINTER,2024
S13284,ME491,D,SPRING,2026
S13284,POLI224,B,SUMMER,2022
S13284,PHY235,B,SUMMER,2022
S13284,HIST589,B,SPRING,2022
S13284,MATH237,C,WINTER,2023
S13285,ECON514,C,FALL,2024
S13285,STAT287,D,FALL,2023
S13285,CE394,B,FALL,2026
S13285,PSY531,B,SUMMER,2026
S13285,POLI451,D,WINTER,2026
S13285,CYB256,B,WINTER,2026
S13285,BIO106,B,FALL,2025
S13285,POLI306,B,WINTER,2023
S13285,SOC504,D,SPRING,2022
S13285,CYB476,C,SUMMER,2025
S13285,PHIL221,C,SPRING,2023
S13285,DS410,F,FALL,2024
S13285,PSY460,A,SUMMER,2022
S13285,CHEM193,F,FALL,2026
S13285,STAT363,A,WINTER,2022
S13285,STAT489,F,WINTER,2025
S13285,CS240,D,SPRING,2024
S13285,PSY563,D,FALL,2022
S13285,CHEM418,B,WINTER,2026
S13285,ENG108,C,FALL,2024
S13285,DS315,C,SUMMER,2024
S13285,PSY558,B,WINTER,2024
S13285,PHIL559,B,SUMMER,2026
S13285,CHEM173,B,WINTER,2024
S13285,ME498,D,WINTER,2026
S13285,CHEM264,B,FALL,2024
S13285,ENG446,A,SPRING,2025
S13285,PSY157,F,SPRING,2026
S13285,PSY419,B,WINTER,2026
S13285,CHEM439,C,SUMMER,2026
S13286,MATH145,B,SPRING,2025
S13286,ECE138,C,WINTER,2025
S13286,DS196,D,WINTER,2022
S13286,CHEM520,B,FALL,2026
S13286,BIO273,A,SPRING,2023
S13286,BIO351,A,FALL,2026
S13286,DS410,D,FALL,2025
S13286,MATH322,B,SPRING,2026
S13286,POLI524,A,WINTER,2022
S13286,ECON349,A,WINTER,2024
S13286,CS203,A,FALL,2026
S13286,ECON313,A,SPRING,2024
S13286,ME493,D,WINTER,2025
S13286,CYB223,F,SUMMER,2023
S13286,PHIL342,B,SPRING,2023
S13286,PHY197,A,WINTER,2025
S13286,ENG405,C,FALL,2022
S13286,CHEM528,F,FALL,2026
S13286,PSY414,D,WINTER,2024
S13286,ECON514,A,FALL,2026
S13286,PHY390,A,WINTER,2022
S13286,STAT452,B,WINTER,2024
S13286,POLI516,C,SUMMER,2023
S13286,PSY212,A,FALL,2022
S13286,PHIL269,A,SUMMER,2025
S13286,MATH477,B,WINTER,2026
S13286,PSY276,A,FALL,2023
S13286,CS448,A,SUMMER,2025
S13286,ECON454,A,FALL,2024
S13286,CHEM418,A,FALL,2022
S13287,HIST289,A,SUMMER,2023
S13287,CE490,B,WINTER,2022
S13287,HIST286,C,WINTER,2024
S13287,CE382,A,SUMMER,2026
S13287,ME498,A,SPRING,2025
S13287,SOC321,B,SPRING,2022
S13287,BIO314,F,FALL,2025
S13287,POLI137,A,SPRING,2023
S13287,PHY253,C,SUMMER,2026
S13287,MATH129,C,SPRING,2023
S13287,STAT489,B,FALL,2024
S13287,ECE142,B,SPRING,2026
S13287,HIST259,B,WINTER,2022
S13287,PHY350,A,WINTER,2023
S13287,CS247,B,SPRING,2026
S13287,CE120,A,SPRING,2022
S13287,CS252,B,FALL,2025
S13287,CYB476,B,FALL,2024
S13287,CS571,F,SUMMER,2024
S13287,PHIL183,C,WINTER,2026
S13287,MATH469,C,SPRING,2022
S13287,PHIL519,C,FALL,2023
S13287,DS315,B,FALL,2025
S13287,ME160,C,SPRING,2026
S13287,PHY119,F,FALL,2022
S13287,CS210,B,FALL,2022
S13287,PHY236,B,SUMMER,2024
S13287,PSY157,C,SPRING,2025
S13287,CE597,A,SPRING,2023
S13287,POLI397,A,SUMMER,2025
S13288,MATH348,C,FALL,2026
S13288,HIST428,C,SPRING,2025
S13288,BIO429,B,SUMMER,2022
S13288,PHY350,C,SUMMER,2023
S13288,PHIL308,F,WINTER,2023
S13288,DS584,B,FALL,2025
S13288,ECE413,B,FALL,2022
S13288,CYB511,B,SPRING,2026
S13288,STAT565,A,WINTER,2022
S13288,ENG362,C,WINTER,2023
S13288,SOC401,B,SPRING,2024
S13288,PHY561,D,WINTER,2024
S13288,ME345,C,WINTER,2022
S13288,ECE130,A,SPRING,2022
S13288,PSY384,B,SPRING,2024
S13288,CYB223,A,SPRING,2023
